0,0,0,1
0,0,0,2
0,0,0,3
0,0,0,4
0,0,0,5
0,0,0,6
0,0,0,7
0,0,0,8
0,0,0,9
0,0,0,10
0,0,0,11
0,0,0,12
0,0,0,13
0,0,0,14
0,0,0,15
0,0,0,16
0,0,0,17
0,0,0,18
0,0,0,19
0,0,0,20
0,0,0,21
0,0,0,22
0,0,0,23
0,1,0,24
0,2,0,25
0,3,0,26
0,4,0,27
0,5,0,28
0,6,0,29
0,7,0,30
0,8,0,31
0,9,0,32
0,10,0,33
0,11,0,34
0,12,0,35
0,13,0,36
0,14,0,37
0,15,0,38
0,16,0,39
0,17,0,40
0,18,0,41
0,19,0,42
0,20,0,43
0,21,0,44
0,22,0,45
0,23,0,46
0,24,0,47
0,25,0,48
0,26,0,49
0,27,0,50
0,28,0,51
0,29,0,52
0,30,0,53
0,31,0,54
0,32,0,55
0,32,0,56
0,32,0,57
0,32,0,58
0,32,0,59
0,32,0,60
0,32,0,61
0,32,0,62
0,32,0,63
0,32,0,64
0,32,0,65
0,32,0,66
0,32,0,67
0,32,0,68
0,32,0,69
0,32,0,70
0,32,0,71
0,32,0,72
0,32,0,73
0,32,0,74
0,32,0,75
0,32,0,76
0,32,0,77
0,32,0,78
0,32,0,79
0,32,0,80
0,32,0,81
0,32,0,82
0,32,0,83
0,32,0,84
0,32,0,85
0,32,0,86
0,32,0,87
0,32,0,88
0,32,0,89
0,32,0,90
0,32,0,91
0,32,0,92
0,32,0,93
0,32,0,94
0,32,0,95
0,32,0,96
0,32,0,97
0,32,0,98
0,32,0,99
0,32,0,100
0,32,0,101
0,32,0,102
0,32,0,103
0,32,0,104
0,32,0,105
0,32,0,106
0,32,0,107
0,32,0,108
0,32,0,109
0,32,0,110
0,32,0,111
0,32,0,112
0,32,0,113
0,32,0,114
0,32,0,115
0,32,0,116
0,32,0,117
0,32,0,118
0,32,0,119
0,32,0,120
0,32,0,121
0,32,0,122
0,32,0,123
0,32,0,124
0,32,0,125
0,32,0,126
0,32,0,127
0,32,0,128
0,32,0,129
0,32,0,130
0,32,0,131
0,32,0,132
0,32,0,133
0,32,0,134
0,32,0,135
0,32,0,136
0,32,0,137
0,32,0,138
0,32,0,139
0,32,0,140
0,32,0,141
0,32,0,142
0,32,0,143
0,32,0,144
0,32,0,145
0,32,0,146
0,32,0,147
0,32,0,148
0,32,0,149
0,32,0,150
0,32,0,151
0,32,0,152
0,32,0,153
0,32,0,154
0,32,0,155
0,32,0,156
0,32,0,157
0,32,0,158
0,32,0,159
0,32,0,160
0,32,0,161
0,32,0,162
0,32,0,163
0,32,0,164
0,32,0,165
0,32,0,166
0,32,0,167
0,32,0,168
0,32,0,169
0,32,0,170
0,32,0,171
0,32,0,172
0,32,0,173
0,32,0,174
0,32,0,175
0,32,0,176
0,32,0,177
0,32,0,178
0,32,0,179
0,32,0,180
0,32,0,181
0,32,0,182
0,32,0,183
0,32,0,184
0,32,0,185
0,32,0,186
0,32,0,187
0,32,0,188
0,32,0,189
0,32,0,190
0,32,1,190
0,32,2,190
0,32,3,190
0,32,4,190
0,32,5,190
0,32,6,190
0,32,7,190
0,32,8,190
1,32,9,190
2,32,10,190
3,32,11,190
4,32,12,190
5,32,13,190
6,32,14,190
7,32,15,190
8,32,16,190
9,32,17,190
10,32,18,190
11,32,19,190
12,32,20,190
13,32,21,190
14,32,22,190
